OrderID,CustomerID,EmployeeID,OrderDate,RequiredDate,ShippedDate,Shipvia,Freight,ShipName,ShipAddress,ShipCity,ShipRegion,ShipPostalCode,ShipCountry
10600,HUNGC,4,16/07/1997,13/08/1997,21/07/1997,1,45.13,Hungry Coyote Import Store,City Center Plaza 516 Main St.,Elgin,OR,97827,USA
10601,HILAA,7,16/07/1997,27/08/1997,22/07/1997,1,58.3,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristףbal,Tבchira,5022,Venezuela
10602,VAFFE,8,17/07/1997,14/08/1997,22/07/1997,2,2.92,Vaffeljernet,Smagsloget 45,ֵrhus,NULL,8200,Denmark
10603,SAVEA,8,18/07/1997,15/08/1997,08/08/1997,2,48.77,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA
10604,FURIB,1,18/07/1997,15/08/1997,29/07/1997,1,7.46,Furia Bacalhau e Frutos do Mar,Jardim das rosas n. 32,Lisboa,NULL,1675,Portugal
10605,MEREP,1,21/07/1997,18/08/1997,29/07/1997,2,379.13,Mטre Paillarde,43 rue St. Laurent,Montrיal,Quיbec,H1J 1C3,Canada
10606,TRADH,4,22/07/1997,19/08/1997,31/07/1997,3,79.4,Tradiחao Hipermercados,"Av. Inךs de Castro, 414",Sao Paulo,SP,05634-030,Brazil
10607,SAVEA,5,22/07/1997,19/08/1997,25/07/1997,1,200.24,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA
10608,TOMSP,4,23/07/1997,20/08/1997,01/08/1997,2,27.79,Toms Spezialitהten,Luisenstr. 48,Mnster,NULL,44087,Germany
10609,DUMON,7,24/07/1997,21/08/1997,30/07/1997,2,1.85,Du monde entier,"67, rue des Cinquante Otages",Nantes,NULL,44000,France
10610,LAMAI,8,25/07/1997,22/08/1997,06/08/1997,1,26.78,La maison d'Asie,1 rue Alsace-Lorraine,Toulouse,NULL,31000,France
10611,WOLZA,6,25/07/1997,22/08/1997,01/08/1997,2,80.65,Wolski Zajazd,ul. Filtrowa 68,Warszawa,NULL,01-012,Poland
10612,SAVEA,1,28/07/1997,25/08/1997,01/08/1997,2,544.08,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA
10613,HILAA,4,29/07/1997,26/08/1997,01/08/1997,2,8.11,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristףbal,Tבchira,5022,Venezuela
10614,BLAUS,8,29/07/1997,26/08/1997,01/08/1997,3,1.93,Blauer See Delikatessen,Forsterstr. 57,Mannheim,NULL,68306,Germany
10615,WILMK,2,30/07/1997,27/08/1997,06/08/1997,3,0.75,Wilman Kala,Keskuskatu 45,Helsinki,NULL,21240,Finland
10616,GREAL,1,31/07/1997,28/08/1997,05/08/1997,2,116.53,Great Lakes Food Market,2732 Baker Blvd.,Eugene,OR,97403,USA
10617,GREAL,4,31/07/1997,28/08/1997,04/08/1997,2,18.53,Great Lakes Food Market,2732 Baker Blvd.,Eugene,OR,97403,USA
10618,MEREP,1,01/08/1997,12/09/1997,08/08/1997,1,154.68,Mטre Paillarde,43 rue St. Laurent,Montrיal,Quיbec,H1J 1C3,Canada
10619,MEREP,3,04/08/1997,01/09/1997,07/08/1997,3,91.05,Mטre Paillarde,43 rue St. Laurent,Montrיal,Quיbec,H1J 1C3,Canada
10620,LAUGB,2,05/08/1997,02/09/1997,14/08/1997,3,0.94,Laughing Bacchus Wine Cellars,2319 Elm St.,Vancouver,BC,V3F 2K1,Canada
10621,ISLAT,4,05/08/1997,02/09/1997,11/08/1997,2,23.73,Island Trading,Garden House Crowther Way,Cowes,Isle of Wight,PO31 7PJ,UK
10622,RICAR,4,06/08/1997,03/09/1997,11/08/1997,3,50.97,Ricardo Adocicados,"Av. Copacabana, 267",Rio de Janeiro,RJ,02389-890,Brazil
10623,FRANK,8,07/08/1997,04/09/1997,12/08/1997,2,97.18,Frankenversand,Berliner Platz 43,Mnchen,NULL,80805,Germany
10624,THECR,4,07/08/1997,04/09/1997,19/08/1997,2,94.8,The Cracker Box,55 Grizzly Peak Rd.,Butte,MT,59801,USA
10625,ANATR,3,08/08/1997,05/09/1997,14/08/1997,1,43.9,Ana Trujillo Emparedados y helados,Avda. de la Constituciףn 2222,Mיxico D.F.,NULL,5021,Mexico
10626,BERGS,1,11/08/1997,08/09/1997,20/08/1997,2,138.69,Berglunds snabbkצp,Berguvsvהgen  8,Luleו,NULL,S-958 22,Sweden
10627,SAVEA,8,11/08/1997,22/09/1997,21/08/1997,3,107.46,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA
10628,BLONP,4,12/08/1997,09/09/1997,20/08/1997,3,30.36,Blondel pטre et fils,"24, place Klיber",Strasbourg,NULL,67000,France
10629,GODOS,4,12/08/1997,09/09/1997,20/08/1997,3,85.46,Godos Cocina Tםpica,"C/ Romero, 33",Sevilla,NULL,41101,Spain
10630,KOENE,1,13/08/1997,10/09/1997,19/08/1997,2,32.35,Kצniglich Essen,Maubelstr. 90,Brandenburg,NULL,14776,Germany
10631,LAMAI,8,14/08/1997,11/09/1997,15/08/1997,1,0.87,La maison d'Asie,1 rue Alsace-Lorraine,Toulouse,NULL,31000,France
10632,WANDK,8,14/08/1997,11/09/1997,19/08/1997,1,41.38,Die Wandernde Kuh,Adenauerallee 900,Stuttgart,NULL,70563,Germany
10633,ERNSH,7,15/08/1997,12/09/1997,18/08/1997,3,477.9,Ernst Handel,Kirchgasse 6,Graz,NULL,8010,Austria
10634,FOLIG,4,15/08/1997,12/09/1997,21/08/1997,3,487.38,Folies gourmandes,"184, chaussיe de Tournai",Lille,NULL,59000,France
10635,MAGAA,8,18/08/1997,15/09/1997,21/08/1997,3,47.46,Magazzini Alimentari Riuniti,Via Ludovico il Moro 22,Bergamo,NULL,24100,Italy
10636,WARTH,4,19/08/1997,16/09/1997,26/08/1997,1,1.15,Wartian Herkku,Torikatu 38,Oulu,NULL,90110,Finland
10637,QUEEN,6,19/08/1997,16/09/1997,26/08/1997,1,201.29,Queen Cozinha,"Alameda dos Canאrios, 891",Sao Paulo,SP,05487-020,Brazil
10638,LINOD,3,20/08/1997,17/09/1997,01/09/1997,1,158.44,LINO-Delicateses,Ave. 5 de Mayo Porlamar,I. de Margarita,Nueva Esparta,4980,Venezuela
10639,SANTG,7,20/08/1997,17/09/1997,27/08/1997,3,38.64,Santי Gourmet,Erling Skakkes gate 78,Stavern,NULL,4110,Norway
10640,WANDK,4,21/08/1997,18/09/1997,28/08/1997,1,23.55,Die Wandernde Kuh,Adenauerallee 900,Stuttgart,NULL,70563,Germany
10641,HILAA,4,22/08/1997,19/09/1997,26/08/1997,2,179.61,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristףbal,Tבchira,5022,Venezuela
10642,SIMOB,7,22/08/1997,19/09/1997,05/09/1997,3,41.89,Simons bistro,Vinbזltet 34,Kobenhavn,NULL,1734,Denmark
10643,ALFKI,6,25/08/1997,22/09/1997,02/09/1997,1,29.46,Alfreds Futterkiste,Obere Str. 57,Berlin,NULL,12209,Germany
10644,WELLI,3,25/08/1997,22/09/1997,01/09/1997,2,0.14,Wellington Importadora,"Rua do Mercado, 12",Resende,SP,08737-363,Brazil
10645,HANAR,4,26/08/1997,23/09/1997,02/09/1997,1,12.41,Hanari Carnes,"Rua do Paחo, 67",Rio de Janeiro,RJ,05454-876,Brazil
10646,HUNGO,9,27/08/1997,08/10/1997,03/09/1997,3,142.33,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,Co. Cork,NULL,Ireland
10647,QUEDE,4,27/08/1997,10/09/1997,03/09/1997,2,45.54,Que Delםcia,"Rua da Panificadora, 12",Rio de Janeiro,RJ,02389-673,Brazil
10648,RICAR,5,28/08/1997,09/10/1997,09/09/1997,2,14.25,Ricardo Adocicados,"Av. Copacabana, 267",Rio de Janeiro,RJ,02389-890,Brazil
10649,MAISD,5,28/08/1997,25/09/1997,29/08/1997,3,6.2,Maison Dewey,Rue Joseph-Bens 532,Bruxelles,NULL,B-1180,Belgium
10650,FAMIA,5,29/08/1997,26/09/1997,03/09/1997,3,176.81,Familia Arquibaldo,"Rua Orףs, 92",Sao Paulo,SP,05442-030,Brazil
10651,WANDK,8,01/09/1997,29/09/1997,11/09/1997,2,20.6,Die Wandernde Kuh,Adenauerallee 900,Stuttgart,NULL,70563,Germany
10652,GOURL,4,01/09/1997,29/09/1997,08/09/1997,2,7.14,Gourmet Lanchonetes,"Av. Brasil, 442",Campinas,SP,04876-786,Brazil
10653,FRANK,1,02/09/1997,30/09/1997,19/09/1997,1,93.25,Frankenversand,Berliner Platz 43,Mnchen,NULL,80805,Germany
10654,BERGS,5,02/09/1997,30/09/1997,11/09/1997,1,55.26,Berglunds snabbkצp,Berguvsvהgen  8,Luleו,NULL,S-958 22,Sweden
10655,REGGC,1,03/09/1997,01/10/1997,11/09/1997,2,4.41,Reggiani Caseifici,Strada Provinciale 124,Reggio Emilia,NULL,42100,Italy
10656,GREAL,6,04/09/1997,02/10/1997,10/09/1997,1,57.15,Great Lakes Food Market,2732 Baker Blvd.,Eugene,OR,97403,USA
10657,SAVEA,2,04/09/1997,02/10/1997,15/09/1997,2,352.69,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA
10658,QUICK,4,05/09/1997,03/10/1997,08/09/1997,1,364.15,QUICK-Stop,Taucherstrae 10,Cunewalde,NULL,1307,Germany
10659,QUEEN,7,05/09/1997,03/10/1997,10/09/1997,2,105.81,Queen Cozinha,"Alameda dos Canאrios, 891",Sao Paulo,SP,05487-020,Brazil
10660,HUNGC,8,08/09/1997,06/10/1997,15/10/1997,1,111.29,Hungry Coyote Import Store,City Center Plaza 516 Main St.,Elgin,OR,97827,USA
10661,HUNGO,7,09/09/1997,07/10/1997,15/09/1997,3,17.55,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,Co. Cork,NULL,Ireland
10662,LONEP,3,09/09/1997,07/10/1997,18/09/1997,2,1.28,Lonesome Pine Restaurant,89 Chiaroscuro Rd.,Portland,OR,97219,USA
10663,BONAP,2,10/09/1997,24/09/1997,03/10/1997,2,113.15,Bon app',"12, rue des Bouchers",Marseille,NULL,13008,France
10664,FURIB,1,10/09/1997,08/10/1997,19/09/1997,3,1.27,Furia Bacalhau e Frutos do Mar,Jardim das rosas n. 32,Lisboa,NULL,1675,Portugal
10665,LONEP,1,11/09/1997,09/10/1997,17/09/1997,2,26.31,Lonesome Pine Restaurant,89 Chiaroscuro Rd.,Portland,OR,97219,USA
10666,RICSU,7,12/09/1997,10/10/1997,22/09/1997,2,232.42,Richter Supermarkt,Starenweg 5,Genטve,NULL,1204,Switzerland
10667,ERNSH,7,12/09/1997,10/10/1997,19/09/1997,1,78.09,Ernst Handel,Kirchgasse 6,Graz,NULL,8010,Austria
10668,WANDK,1,15/09/1997,13/10/1997,23/09/1997,2,47.22,Die Wandernde Kuh,Adenauerallee 900,Stuttgart,NULL,70563,Germany
10669,SIMOB,2,15/09/1997,13/10/1997,22/09/1997,1,24.39,Simons bistro,Vinbזltet 34,Kobenhavn,NULL,1734,Denmark
10670,FRANK,4,16/09/1997,14/10/1997,18/09/1997,1,203.48,Frankenversand,Berliner Platz 43,Mnchen,NULL,80805,Germany
10671,FRANR,1,17/09/1997,15/10/1997,24/09/1997,1,30.34,France restauration,"54, rue Royale",Nantes,NULL,44000,France
10672,BERGS,9,17/09/1997,01/10/1997,26/09/1997,2,95.75,Berglunds snabbkצp,Berguvsvהgen  8,Luleו,NULL,S-958 22,Sweden
10673,WILMK,2,18/09/1997,16/10/1997,19/09/1997,1,22.76,Wilman Kala,Keskuskatu 45,Helsinki,NULL,21240,Finland
10674,ISLAT,4,18/09/1997,16/10/1997,30/09/1997,2,0.9,Island Trading,Garden House Crowther Way,Cowes,Isle of Wight,PO31 7PJ,UK
10675,FRANK,5,19/09/1997,17/10/1997,23/09/1997,2,31.85,Frankenversand,Berliner Platz 43,Mnchen,NULL,80805,Germany
10676,TORTU,2,22/09/1997,20/10/1997,29/09/1997,2,2.01,Tortuga Restaurante,Avda. Azteca 123,Mיxico D.F.,NULL,5033,Mexico
10677,ANTON,1,22/09/1997,20/10/1997,26/09/1997,3,4.03,Antonio Moreno Taquerםa,Mataderos  2312,Mיxico D.F.,NULL,5023,Mexico
10678,SAVEA,7,23/09/1997,21/10/1997,16/10/1997,3,388.98,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA
10679,BLONP,8,23/09/1997,21/10/1997,30/09/1997,3,27.94,Blondel pטre et fils,"24, place Klיber",Strasbourg,NULL,67000,France
10680,OLDWO,1,24/09/1997,22/10/1997,26/09/1997,1,26.61,Old World Delicatessen,2743 Bering St.,Anchorage,AK,99508,USA
10681,GREAL,3,25/09/1997,23/10/1997,30/09/1997,3,76.13,Great Lakes Food Market,2732 Baker Blvd.,Eugene,OR,97403,USA
10682,ANTON,3,25/09/1997,23/10/1997,01/10/1997,2,36.13,Antonio Moreno Taquerםa,Mataderos  2312,Mיxico D.F.,NULL,5023,Mexico
10683,DUMON,2,26/09/1997,24/10/1997,01/10/1997,1,4.4,Du monde entier,"67, rue des Cinquante Otages",Nantes,NULL,44000,France
10684,OTTIK,3,26/09/1997,24/10/1997,30/09/1997,1,145.63,Ottilies Kהseladen,Mehrheimerstr. 369,Kצln,NULL,50739,Germany
10685,GOURL,4,29/09/1997,13/10/1997,03/10/1997,2,33.75,Gourmet Lanchonetes,"Av. Brasil, 442",Campinas,SP,04876-786,Brazil
10686,PICCO,2,30/09/1997,28/10/1997,08/10/1997,1,96.5,Piccolo und mehr,Geislweg 14,Salzburg,NULL,5020,Austria
10687,HUNGO,9,30/09/1997,28/10/1997,30/10/1997,2,296.43,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,Co. Cork,NULL,Ireland
10688,VAFFE,4,01/10/1997,15/10/1997,07/10/1997,2,299.09,Vaffeljernet,Smagsloget 45,ֵrhus,NULL,8200,Denmark
10689,BERGS,1,01/10/1997,29/10/1997,07/10/1997,2,13.42,Berglunds snabbkצp,Berguvsvהgen  8,Luleו,NULL,S-958 22,Sweden
10690,HANAR,1,02/10/1997,30/10/1997,03/10/1997,1,15.8,Hanari Carnes,"Rua do Paחo, 67",Rio de Janeiro,RJ,05454-876,Brazil
10691,QUICK,2,03/10/1997,14/11/1997,22/10/1997,2,810.05,QUICK-Stop,Taucherstrae 10,Cunewalde,NULL,1307,Germany
10692,ALFKI,4,03/10/1997,31/10/1997,13/10/1997,2,61.02,Alfred's Futterkiste,Obere Str. 57,Berlin,NULL,12209,Germany
10693,WHITC,3,06/10/1997,20/10/1997,10/10/1997,3,139.34,White Clover Markets,1029 - 12th Ave. S.,Seattle,WA,98124,USA
10694,QUICK,8,06/10/1997,03/11/1997,09/10/1997,3,398.36,QUICK-Stop,Taucherstrae 10,Cunewalde,NULL,1307,Germany
10695,WILMK,7,07/10/1997,18/11/1997,14/10/1997,1,16.72,Wilman Kala,Keskuskatu 45,Helsinki,NULL,21240,Finland
10696,WHITC,8,08/10/1997,19/11/1997,14/10/1997,3,102.55,White Clover Markets,1029 - 12th Ave. S.,Seattle,WA,98124,USA
10697,LINOD,3,08/10/1997,05/11/1997,14/10/1997,1,45.52,LINO-Delicateses,Ave. 5 de Mayo Porlamar,I. de Margarita,Nueva Esparta,4980,Venezuela
10698,ERNSH,4,09/10/1997,06/11/1997,17/10/1997,1,272.47,Ernst Handel,Kirchgasse 6,Graz,NULL,8010,Austria
10699,MORGK,3,09/10/1997,06/11/1997,13/10/1997,3,0.58,Morgenstern Gesundkost,Heerstr. 22,Leipzig,NULL,4179,Germany
10700,SAVEA,3,10/10/1997,07/11/1997,16/10/1997,1,65.1,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA
10701,HUNGO,6,13/10/1997,27/10/1997,15/10/1997,3,220.31,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,Co. Cork,NULL,Ireland
10702,ALFKI,4,13/10/1997,24/11/1997,21/10/1997,1,23.94,Alfred's Futterkiste,Obere Str. 57,Berlin,NULL,12209,Germany
10703,FOLKO,6,14/10/1997,11/11/1997,20/10/1997,2,152.3,Folk och fה HB,ֵkergatan 24,Brהcke,NULL,S-844 67,Sweden
10704,QUEEN,6,14/10/1997,11/11/1997,07/11/1997,1,4.78,Queen Cozinha,"Alameda dos Canאrios, 891",Sao Paulo,SP,05487-020,Brazil
10705,HILAA,9,15/10/1997,12/11/1997,18/11/1997,2,3.52,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristףbal,Tבchira,5022,Venezuela
10706,OLDWO,8,16/10/1997,13/11/1997,21/10/1997,3,135.63,Old World Delicatessen,2743 Bering St.,Anchorage,AK,99508,USA
10707,AROUT,4,16/10/1997,30/10/1997,23/10/1997,3,21.74,Around the Horn,Brook Farm Stratford St. Mary,Colchester,Essex,CO7 6JX,UK
10708,THEBI,6,17/10/1997,28/11/1997,05/11/1997,2,2.96,The Big Cheese,89 Jefferson Way Suite 2,Portland,OR,97201,USA
10709,GOURL,1,17/10/1997,14/11/1997,20/11/1997,3,210.8,Gourmet Lanchonetes,"Av. Brasil, 442",Campinas,SP,04876-786,Brazil
10710,FRANS,1,20/10/1997,17/11/1997,23/10/1997,1,4.98,Franchi S.p.A.,Via Monte Bianco 34,Torino,NULL,10100,Italy
10711,SAVEA,5,21/10/1997,02/12/1997,29/10/1997,2,52.41,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA
10712,HUNGO,3,21/10/1997,18/11/1997,31/10/1997,1,89.93,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,Co. Cork,NULL,Ireland
10713,SAVEA,1,22/10/1997,19/11/1997,24/10/1997,1,167.05,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA
10714,SAVEA,5,22/10/1997,19/11/1997,27/10/1997,3,24.49,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA
10715,BONAP,3,23/10/1997,06/11/1997,29/10/1997,1,63.2,Bon app',"12, rue des Bouchers",Marseille,NULL,13008,France
10716,RANCH,4,24/10/1997,21/11/1997,27/10/1997,2,22.57,Rancho grande,Av. del Libertador 900,Buenos Aires,NULL,1010,Argentina
10717,FRANK,1,24/10/1997,21/11/1997,29/10/1997,2,59.25,Frankenversand,Berliner Platz 43,Mnchen,NULL,80805,Germany
10718,KOENE,1,27/10/1997,24/11/1997,29/10/1997,3,170.88,Kצniglich Essen,Maubelstr. 90,Brandenburg,NULL,14776,Germany
10719,LETSS,8,27/10/1997,24/11/1997,05/11/1997,2,51.44,Let's Stop N Shop,87 Polk St. Suite 5,San Francisco,CA,94117,USA
10720,QUEDE,8,28/10/1997,11/11/1997,05/11/1997,2,9.53,Que Delםcia,"Rua da Panificadora, 12",Rio de Janeiro,RJ,02389-673,Brazil
10721,QUICK,5,29/10/1997,26/11/1997,31/10/1997,3,48.92,QUICK-Stop,Taucherstrae 10,Cunewalde,NULL,1307,Germany
10722,SAVEA,8,29/10/1997,10/12/1997,04/11/1997,1,74.58,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA
10723,WHITC,3,30/10/1997,27/11/1997,25/11/1997,1,21.72,White Clover Markets,1029 - 12th Ave. S.,Seattle,WA,98124,USA
10724,MEREP,8,30/10/1997,11/12/1997,05/11/1997,2,57.75,Mטre Paillarde,43 rue St. Laurent,Montrיal,Quיbec,H1J 1C3,Canada
10725,FAMIA,4,31/10/1997,28/11/1997,05/11/1997,3,10.83,Familia Arquibaldo,"Rua Orףs, 92",Sao Paulo,SP,05442-030,Brazil
10726,EASTC,4,03/11/1997,17/11/1997,05/12/1997,1,16.56,Eastern Connection,35 King George,London,NULL,WX3 6FW,UK
10727,REGGC,2,03/11/1997,01/12/1997,05/12/1997,1,89.9,Reggiani Caseifici,Strada Provinciale 124,Reggio Emilia,NULL,42100,Italy
10728,QUEEN,4,04/11/1997,02/12/1997,11/11/1997,2,58.33,Queen Cozinha,"Alameda dos Canאrios, 891",Sao Paulo,SP,05487-020,Brazil
10729,LINOD,8,04/11/1997,16/12/1997,14/11/1997,3,141.06,LINO-Delicateses,Ave. 5 de Mayo Porlamar,I. de Margarita,Nueva Esparta,4980,Venezuela
10730,BONAP,5,05/11/1997,03/12/1997,14/11/1997,1,20.12,Bon app',"12, rue des Bouchers",Marseille,NULL,13008,France
10731,CHOPS,7,06/11/1997,04/12/1997,14/11/1997,1,96.65,Chop-suey Chinese,Hauptstr. 31,Bern,NULL,3012,Switzerland
10732,BONAP,3,06/11/1997,04/12/1997,07/11/1997,1,16.97,Bon app',"12, rue des Bouchers",Marseille,NULL,13008,France
10733,BERGS,1,07/11/1997,05/12/1997,10/11/1997,3,110.11,Berglunds snabbkצp,Berguvsvהgen  8,Luleו,NULL,S-958 22,Sweden
10734,GOURL,2,07/11/1997,05/12/1997,12/11/1997,3,1.63,Gourmet Lanchonetes,"Av. Brasil, 442",Campinas,SP,04876-786,Brazil
10735,LETSS,6,10/11/1997,08/12/1997,21/11/1997,2,45.97,Let's Stop N Shop,87 Polk St. Suite 5,San Francisco,CA,94117,USA
10736,HUNGO,9,11/11/1997,09/12/1997,21/11/1997,2,44.1,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,Co. Cork,NULL,Ireland
10737,VINET,2,11/11/1997,09/12/1997,18/11/1997,2,7.79,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,NULL,51100,France
10738,SPECD,2,12/11/1997,10/12/1997,18/11/1997,1,2.91,Spיcialitיs du monde,"25, rue Lauriston",Paris,NULL,75016,France
10739,VINET,3,12/11/1997,10/12/1997,17/11/1997,3,11.08,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,NULL,51100,France
10740,WHITC,4,13/11/1997,11/12/1997,25/11/1997,2,81.88,White Clover Markets,1029 - 12th Ave. S.,Seattle,WA,98124,USA
10741,AROUT,4,14/11/1997,28/11/1997,18/11/1997,3,10.96,Around the Horn,Brook Farm Stratford St. Mary,Colchester,Essex,CO7 6JX,UK
10742,BOTTM,3,14/11/1997,12/12/1997,18/11/1997,3,243.73,Bottom-Dollar Markets,23 Tsawassen Blvd.,Tsawassen,BC,T2F 8M4,Canada
10743,AROUT,1,17/11/1997,15/12/1997,21/11/1997,2,23.72,Around the Horn,Brook Farm Stratford St. Mary,Colchester,Essex,CO7 6JX,UK
10744,VAFFE,6,17/11/1997,15/12/1997,24/11/1997,1,69.19,Vaffeljernet,Smagsloget 45,ֵrhus,NULL,8200,Denmark
10745,QUICK,9,18/11/1997,16/12/1997,27/11/1997,1,3.52,QUICK-Stop,Taucherstrae 10,Cunewalde,NULL,1307,Germany
10746,CHOPS,1,19/11/1997,17/12/1997,21/11/1997,3,31.43,Chop-suey Chinese,Hauptstr. 31,Bern,NULL,3012,Switzerland
10747,PICCO,6,19/11/1997,17/12/1997,26/11/1997,1,117.33,Piccolo und mehr,Geislweg 14,Salzburg,NULL,5020,Austria
10748,SAVEA,3,20/11/1997,18/12/1997,28/11/1997,1,232.55,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA
10749,ISLAT,4,20/11/1997,18/12/1997,19/12/1997,2,61.53,Island Trading,Garden House Crowther Way,Cowes,Isle of Wight,PO31 7PJ,UK
10750,WARTH,9,21/11/1997,19/12/1997,24/11/1997,1,79.3,Wartian Herkku,Torikatu 38,Oulu,NULL,90110,Finland
10751,RICSU,3,24/11/1997,22/12/1997,03/12/1997,3,130.79,Richter Supermarkt,Starenweg 5,Genטve,NULL,1204,Switzerland
10752,NORTS,2,24/11/1997,22/12/1997,28/11/1997,3,1.39,North/South,South House 300 Queensbridge,London,NULL,SW7 1RZ,UK
10753,FRANS,3,25/11/1997,23/12/1997,27/11/1997,1,7.7,Franchi S.p.A.,Via Monte Bianco 34,Torino,NULL,10100,Italy
10754,MAGAA,6,25/11/1997,23/12/1997,27/11/1997,3,2.38,Magazzini Alimentari Riuniti,Via Ludovico il Moro 22,Bergamo,NULL,24100,Italy
10755,BONAP,4,26/11/1997,24/12/1997,28/11/1997,2,16.71,Bon app',"12, rue des Bouchers",Marseille,NULL,13008,France
10756,SPLIR,8,27/11/1997,25/12/1997,02/12/1997,2,73.21,Split Rail Beer & Ale,P.O. Box 555,Lander,WY,82520,USA
10757,SAVEA,6,27/11/1997,25/12/1997,15/12/1997,1,8.19,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA
10758,RICSU,3,28/11/1997,26/12/1997,04/12/1997,3,138.17,Richter Supermarkt,Starenweg 5,Genטve,NULL,1204,Switzerland
10759,ANATR,3,28/11/1997,26/12/1997,12/12/1997,3,11.99,Ana Trujillo Emparedados y helados,Avda. de la Constituciףn 2222,Mיxico D.F.,NULL,5021,Mexico
10760,MAISD,4,01/12/1997,29/12/1997,10/12/1997,1,155.64,Maison Dewey,Rue Joseph-Bens 532,Bruxelles,NULL,B-1180,Belgium
10761,RATTC,5,02/12/1997,30/12/1997,08/12/1997,2,18.66,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA
10762,FOLKO,3,02/12/1997,30/12/1997,09/12/1997,1,328.74,Folk och fה HB,ֵkergatan 24,Brהcke,NULL,S-844 67,Sweden
10763,FOLIG,3,03/12/1997,31/12/1997,08/12/1997,3,37.35,Folies gourmandes,"184, chaussיe de Tournai",Lille,NULL,59000,France
10764,ERNSH,6,03/12/1997,31/12/1997,08/12/1997,3,145.45,Ernst Handel,Kirchgasse 6,Graz,NULL,8010,Austria
10765,QUICK,3,04/12/1997,01/01/1998,09/12/1997,3,42.74,QUICK-Stop,Taucherstrae 10,Cunewalde,NULL,1307,Germany
10766,OTTIK,4,05/12/1997,02/01/1998,09/12/1997,1,157.55,Ottilies Kהseladen,Mehrheimerstr. 369,Kצln,NULL,50739,Germany
10767,SUPRD,4,05/12/1997,02/01/1998,15/12/1997,3,1.59,Suprךmes dיlices,"Boulevard Tirou, 255",Charleroi,NULL,B-6000,Belgium
10768,AROUT,3,08/12/1997,05/01/1998,15/12/1997,2,146.32,Around the Horn,Brook Farm Stratford St. Mary,Colchester,Essex,CO7 6JX,UK
10769,VAFFE,3,08/12/1997,05/01/1998,12/12/1997,1,65.06,Vaffeljernet,Smagsloget 45,ֵrhus,NULL,8200,Denmark
10770,HANAR,8,09/12/1997,06/01/1998,17/12/1997,3,5.32,Hanari Carnes,"Rua do Paחo, 67",Rio de Janeiro,RJ,05454-876,Brazil
10771,ERNSH,9,10/12/1997,07/01/1998,02/01/1998,2,11.19,Ernst Handel,Kirchgasse 6,Graz,NULL,8010,Austria
10772,LEHMS,3,10/12/1997,07/01/1998,19/12/1997,2,91.28,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,NULL,60528,Germany
10773,ERNSH,1,11/12/1997,08/01/1998,16/12/1997,3,96.43,Ernst Handel,Kirchgasse 6,Graz,NULL,8010,Austria
10774,FOLKO,4,11/12/1997,25/12/1997,12/12/1997,1,48.2,Folk och fה HB,ֵkergatan 24,Brהcke,NULL,S-844 67,Sweden
10775,THECR,7,12/12/1997,09/01/1998,26/12/1997,1,20.25,The Cracker Box,55 Grizzly Peak Rd.,Butte,MT,59801,USA
10776,ERNSH,1,15/12/1997,12/01/1998,18/12/1997,3,351.53,Ernst Handel,Kirchgasse 6,Graz,NULL,8010,Austria
10777,GOURL,7,15/12/1997,29/12/1997,21/01/1998,2,3.01,Gourmet Lanchonetes,"Av. Brasil, 442",Campinas,SP,04876-786,Brazil
10778,BERGS,3,16/12/1997,13/01/1998,24/12/1997,1,6.79,Berglunds snabbkצp,Berguvsvהgen  8,Luleו,NULL,S-958 22,Sweden
